uuid,name,age,gender,education,occupation,marriage_status,migration_status,origin,religion,sexuality,appearance,biography
f15f7ea8-c020-45c9-bd5d-24685b306540,analysisWe need to generate a name that fits the attributes: age,23,female,Fachhochschul- oder Hochschulreife,Bauarbeiter/in,single,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce description of appearance in 1-2 short sentences, describing and concrete. Use German? The user wrote German prompt. So answer should be in German. Provide plausible realistic description of outer appearance given attributes: 23","analysisWe need to produce biography 3-5 sentences. Use German? The prompt is in German. Should output in German. Provide plausible realistic biography for a 23-year-old female construction worker from Germany, Christian, heterosexual, single, with high school diploma or university entrance qualification. No migration background. So likely grew up in small town or city, studied at vocational school, now works on construction sites. Maybe mention early interest in building, maybe support family, etc. Ensure 3"
4aa422aa-c706-477d-95f7-07648a2665df,"analysisWe need to generate a name that fits attributes: male,",28,male,Fachhochschul- oder Hochschulreife,Sozialarbeiter/in,single,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce a description of appearance based on attributes: 28-year-old male German Christian hetero single social worker with university education, no migration background. Need plausible realistic description: maybe medium height, average build, short brown hair","analysisWe need to generate biography in German (since user wrote in German). The attributes: age 28, male, occupation Sozialarbeiter/in (though gender male but role includes female sign; we can just say ""Sozialarbeiter"" or ""Sozialarbeiterin""? He is male, so ""Sozialarbeiter"". Single. Education Fachhochschul- oder Hochschulreife. No migration background, origin Germany, religion Christian, sexuality heterosexual. We should produce 3-5"
9b800270-9998-450f-b58e-ff50cd8ff3dc,analysisThe user wants a name that matches the attributes: age,67,male,Haupt- (Volks-)schulabschluss,Buchhalter/in,married,with_migration,Türkei,Muslims,heterosexual,"analysisWe need to produce an appearance description in German, 1-2 short sentences. We have attributes: age 67 male, occupation accountant, married, education Hauptschule, migration status with migration from Turkey, Muslim, heterosexual. So","analysisWe need to produce a biography of 3-5 sentences, only the biography. Must consider socio-cultural and age-related factors typical for a 67-year-old male from Turkey, married, Muslim, heterosexual, occupation: accountant, education: Haupt (Volks) school graduate, migration status: with migration (i.e., migrant). So he likely migrated to Germany or similar country, maybe as a guest worker in 1970s/80s, now 67 years old. He"
7e803c58-e2bb-4a2b-befb-c12ae27ce573,analysisWe need to generate a name that fits attributes: age,53,male,Realschule oder gleichwertiger Abschluss,Sozialarbeiter/in,single,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce description of appearance: 1-2 short sentences, descriptive and concrete. Use attributes: age 53 male, occupation social worker, single, education Realschule, no migration, German origin, Christian, heterosexual","analysisWe need to generate a biography 3-5 sentences. The user gives attributes: age 53 male, occupation social worker, single, education Realschule or equal, no migration, origin Germany, religion Christian, sexuality heterosexual. Should incorporate sociocultural factors typical for German male, 53, social work. Provide realistic life events. Let's craft 4 sentences. Use German language? The prompt is German. So answer in German. Also the user says ""Antworte"
3ca7bc63-111c-4c81-8305-ad853c4a06dd,analysisThe user wants a name that fits the attributes. They are,66,female,Haupt- (Volks-)schulabschluss,Mechaniker/in,divorced,with_migration,Nigeria,Muslims,heterosexual,"analysisWe need to generate description of appearance based on attributes: age 66 female, mechanic, divorced, primary school education, migration status: with migration from Nigeria, Muslim, heterosexual.

We need realistic description: likely older Nigerian woman who moved","analysisWe need to generate a realistic biography of a 66-year-old female mechanic from Nigeria who is Muslim, divorced, heterosexual, with Hauptschule completion. She has migration status - meaning she migrated to the host country (likely Germany). We need to consider typical life events: maybe immigrated as a young adult, worked as a mechanic, had marriage that ended, etc. Provide 3-5 sentences.

Make sure to incorporate her background and experiences, such as integration challenges, gender roles"
744d27c5-e6f7-456a-a3be-dc726b273a44,analysisThe user wants a name generated based on the attributes given:,36,male,Realschule oder gleichwertiger Abschluss,Buchhalter/in,married,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to produce description of appearance. Must consider age 36 male, occupation bookkeeper (likely office worker), married, education Realschule, no migration, German origin, religiously unaffiliated, heterosexual. Provide 1","analysisWe need to produce biography of 36-year-old male German accountant, married, Realschule education, no migration background, religiously unaffiliated, heterosexual. 3-5 sentences. Provide plausible realistic biography. Let's craft.

Need consider typical life events: grew up in small town, finished Realschule, did apprenticeship as bookkeeper or accounting trainee, worked at medium-sized company, got stable job, married mid-thirties, has maybe children? Not specified but could mention"
758678be-6957-46bf-92fa-4f685801cd81,"analysisWe need to generate a name based on attributes: male,",49,male,Fachhochschul- oder Hochschulreife,Lkw-Fahrer/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to generate description of appearance in 1-2 short sentences, describing and concrete. Must consider age 49 male LKW driver, single, education level Fachhochschul-, origin Germany, no migration background, religion none","analysisWe need to generate a biography in German, 3-5 sentences, based on attributes:

- age 49
- gender male
- occupation Lkw-Fahrer (truck driver)
- marital status single
- education Fachhochschul- or Hochschulreife (so probably completed college-level high school, maybe vocational training)
- migration status without migration (native German)
- origin Germany
- religion un-affiliated
- sexuality heterosexual

Need plausible life events: grew"
e3efbb1c-39d0-4751-a0bd-45c9f6598555,analysisWe need to generate a name that fits attributes: age,77,male,Haupt- (Volks-)schulabschluss,Rentner/in,married,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce a short description of appearance based on attributes. The user wants: age 77, male, retired, married, primary school education, no migration, German origin, Christian, heterosexual. We should consider typical features:","analysisWe need to produce a biography in 3-5 sentences, in German presumably because the user used German. The attributes:

Age 77 male, occupation Rentner/in (retired), married, education Haupt- (Volks-)schulabschluss, no migration, origin Germany, religion Christians, sexuality heterosexual.

We need a plausible realistic biography considering sociocultural and age-related factors typical events from origin, profession, education, life situation. So maybe he grew up in rural Germany,"
8675c02a-0cf3-4635-adca-f9e7e6c3b011,analysisWe need to generate a name that fits attributes: age,12,male,Unknown,Schüler/in,single,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce a realistic description of appearance for a 12-year-old German male student. Single, no migration status, unknown education (likely school). Christian but that doesn't affect physical appearance. Heterosexual irrelevant.

So we can","analysisWe need to produce a short biography (3-5 sentences) in German presumably, as the user wrote German attributes. The attributes: age 12, male, occupation school student, single, education unknown (so maybe primary or middle school), no migration, origin Germany, religion Christians, sexuality heterosexual. We should incorporate typical life events: growing up in Germany, attending school, maybe Christian upbringing, hobbies etc. Should be plausible and realistic. Provide 3-5 sentences only."
3b7125bc-5f6d-44cb-887c-c44e873b2a8d,analysisWe need to generate a name suitable for the described attributes.,40,male,Fachhochschul- oder Hochschulreife,Künstler/in,divorced,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to generate a realistic description of appearance based on demographics. Provide 1-2 short sentences describing physical appearance. Must consider age 40 male, occupation artist, divorced, education Fachhochschule or university, no migration background,","analysisWe need to generate a biography of 3-5 sentences, realistic, plausible, considering demographics. The attributes: age 40 male, occupation artist, divorced, education Fachhochschul- or Hochschulreife (so higher secondary school), no migration background, from Germany, Christian, heterosexual. So typical German middle-aged male artist, maybe painter or sculptor, studied at a university of applied sciences, lived in Berlin or Munich. Divorced, maybe with children?"
aa264aea-6ad3-403f-83eb-ff3921e9cec8,analysisWe need to generate a name that fits attributes: age,45,male,Fachhochschul- oder Hochschulreife,Verkäufer/in,married,with_migration,China,Christians,heterosexual,"analysisWe need to produce an appearance description in German, 1-2 short sentences. Attributes: age 45 male, occupation salesperson (verkäufer), married, education Fachhochschule or university degree, migration status with migration, origin","analysisWe need to generate a biography in 3-5 sentences. Must consider demographics: age 45 male, occupation salesman (German word Verkäufer/in but male). Married, education Fachhochschul- or Hochschulreife (so high school or university-level). Migration status: with migration. Origin China. Religion Christians. Sexuality heterosexual. So we produce plausible realistic biography.

We should incorporate typical life events: immigrated from China at maybe teenage years? Or early adulthood. He"
790a4caf-a03f-4812-b5ec-cdda12ba5a7e,analysisThe user wants a name generated for attributes: age 32,32,female,Fachhochschul- oder Hochschulreife,Anwalt/Anwältin,married,with_migration,Spanien,Christians,heterosexual,"analysisWe need to produce a description of appearance only, 1-2 short sentences, describing likely physical features influenced by age, gender, occupation, marital status, education, migration status, origin Spain, religion Christians, sexuality irrelevant.

So","analysisWe need to generate a biography in German presumably (since the prompt is in German). It should be 3–5 sentences. Must incorporate attributes: age 32, female, occupation lawyer, married, education: Fachhochschul- or Hochschulreife (so she has high school equivalent), migration status: with migration, origin: Spain, religion: Christians, sexuality: heterosexual.

Also mention sociocultural and typical life events from origin, profession, etc. So maybe"
060a827f-c664-4d74-9898-ef5caf0ec9ff,analysisThe user wants a name for the attributes given. They want,65,diverse,Abschluss der polytechnischen Oberschule,Polizist/in,married,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to produce a description of appearance. Attributes: age 65, gender diverse (maybe non-binary or unspecified). Occupation: police officer. Married. Education: polytechnical school diploma. No migration background. German origin.","analysisWe need to produce a short biography of 3-5 sentences. The attributes: age 65, gender diverse (maybe non-binary or trans? but 'diverse' indicates gender diversity), occupation police officer, married, education polytechnical secondary school, no migration status, origin Germany, religion none, sexuality heterosexual. We should consider typical life events: grew up in Germany, attended polytechnic high school, joined police force maybe as career after graduation, served many years, now"
2d809135-9994-460b-b2af-580d73f83739,analysisWe need to generate a name appropriate for a 6-year,6,male,Unknown,Schüler/in,single,with_migration,Kosovo,Muslims,heterosexual,"analysisWe need to generate an appearance description for the given attributes. It's a child, age 6, male, student (schooler), single obviously, unknown education, migration status with migration, origin Kosovo, religion Muslims, sexuality irrelevant.","analysisWe need to generate a short biography (3-5 sentences) for a 6-year-old male student from Kosovo, Muslim, with migration status ""with_migration"" meaning he migrated? Probably his family moved to another country. Age 6, occupation 'schüler/in' means student. Education unknown; we can say attending primary school. Single obviously as child. Sexual orientation irrelevant but mention hetero maybe not necessary. Provide plausible realistic life story considering cultural context. Should reflect typical"
bb20793b-1027-4e2e-9b9f-2c838c3e59ef,analysisWe need to generate a name suitable for a 25-year,25,female,Fachhochschul- oder Hochschulreife,Sozialarbeiter/in,single,without_migration,Deutschland,Christians,heterosexual,analysisWe need to generate description of appearance based on attributes. Should be 1-2 short sentences describing physical look. Use German? The prompt is German. So answer should likely be in German. Provide realistic description: age 25 female,"analysisWe need to produce a realistic biography of 3-5 sentences. German? The user wrote attributes in English but the instruction is in German. They said ""Formuliere die Biografie in 3–5 Sätzen."" So answer should be in German. Provide 3-5 sentences. Use demographic data: age 25 female, occupation social worker, single, education Fachhochschul- or Hochschulreife, no migration status, origin Germany, Christian, heterosexual"
cb6f041a-db1c-41eb-815c-5a61583ead54,analysisThe user wants a name based on the attributes. The developer,48,female,Fachhochschul- oder Hochschulreife,Buchhalter/in,married,with_migration,Rumänien,Christians,heterosexual,"analysisWe need to produce a realistic description of appearance given attributes: age 48 female, accountant, married, has Fachhochschule or university degree, migration status with migration, origin Romania, Christian, heterosexual. So we need to consider typical","analysisWe need to produce a realistic biography of 3-5 sentences. Must incorporate attributes:

Age 48 female, occupation accountant, married, education Fachhochschul- oder Hochschulreife (i.e., high school or university entrance qualification), migration status with migration from Romania, religion Christians, sexuality heterosexual.

We should consider sociocultural context: likely moved to Germany or Austria? She could have come from Romania, maybe part of EU migration after 2007. She is"
ca758900-ae61-4ef8-804e-ca6f45833b05,analysisWe need to generate a name that fits the attributes: age,24,female,Realschule oder gleichwertiger Abschluss,Bauarbeiter/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to generate a realistic description of appearance based on attributes: age 24 female, occupation Bauarbeiter/in (construction worker), single, education Realschule or equivalent, no migration background, German origin, religiously unaffiliated","analysisWe need to produce a 3-5 sentence biography in German (since user wrote German). The attributes: age 24, female, occupation Bauarbeiter/in, single, education Realschule or equivalent, no migration background, origin Germany, religiously unaffiliated, heterosexual.

We need plausible realistic biog. Should consider socio-cultural and age-related factors typical life events from origin, profession etc.

Let's craft:

1st sentence: Name? Not needed but could mention she grew"
78a6e0ab-f4d0-4ce6-bb1b-229324e1bb9c,analysisWe need to generate a name appropriate for a 77-year,77,female,Haupt- (Volks-)schulabschluss,Rentner/in,widowed,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to produce description of appearance: 1-2 short sentences, descriptive and concrete. For a 77-year-old German woman, retired, widowed, high school education, no migration background, religiously unaffiliated.","analysisWe need to generate a realistic biography in German? The user gave attributes in English but we can write in German. They want 3-5 sentences. Should incorporate age 77, female, retired, widowed, Hauptschule, no migration, from Germany, religiously unaffiliated, heterosexual. So typical life: grew up in small town, worked maybe as factory worker or something. Married earlier, husband died. Retired from perhaps a local shop or manual labor. Lives"
852ff84a-eaa6-47aa-a75a-b2486280ca1b,analysisWe need to generate a name that fits the attributes. Attributes,1,female,Unknown,Unemployed,single,with_migration,Ukraine,Christians,heterosexual,"analysisWe need to produce a description of appearance based on attributes. Age 1 year old (infant). Gender female. Occupation unemployed irrelevant. Single not relevant. Education unknown. Migration status with migration, origin Ukraine, religion Christians,","analysisWe need to generate a plausible biography in German (since user wrote German). The attributes:

Age 1 (so one year old child).
Gender female.
Occupation unemployed (but at age 1 it's not relevant).
Marriage status single (child).
Education unknown.
Migration status with migration.
Origin Ukraine.
Religion Christians.
Sexuality heterosexual (not applicable).

Need to produce 3-5 sentences, plausible realistic biography of a 1-year-old girl from Ukraine who has migrated, currently"
2d940546-2507-42f3-9934-5e81775154a5,analysisWe need to generate a name that fits the attributes. Age,11,female,Unknown,Schüler/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to generate a description of appearance for an 11-year-old German girl, no migration, school student, single (just child), unknown education maybe just typical, religiously unaffiliated, heterosexual. So we describe typical young","analysisWe need to produce a biography in German, 3-5 sentences. The attributes:

Age 11, female, occupation Schuler/in (student), marriage status single (irrelevant at age 11). Education unknown (but presumably primary school). Migration status without migration, origin Germany, religion religiously unaffiliated, sexuality heterosexual.

Need plausible realistic biography considering sociocultural factors and typical life events. At age 11, likely in elementary or middle school, maybe part"
405ce9d1-8723-4470-9a10-368c5d8abc63,analysisThe user wants a name (German presumably). Attributes: age,51,male,Realschule oder gleichwertiger Abschluss,Mechaniker/in,divorced,with_migration,Bulgarien,Christians,heterosexual,"analysisWe need to produce description of appearance only, 1-2 short sentences, describing external appearance. Use given attributes: 51-year-old male mechanic, divorced, education Realschule, with migration status from Bulgaria, Christian, heterosexual","analysisWe need to produce a biography in German (since user wrote in German). We have attributes:

Age 51 male, occupation mechanic, married status divorced, education Realschule or equivalent, migration status with migration, origin Bulgaria, religion Christian, sexuality heterosexual.

Need 3-5 sentences, plausible realistic biography, consider sociocultural factors, typical life events from origin, profession, education, etc.

He is 51 years old, male, born in Bulgaria, migrated to Germany"
dbe2ab22-871a-4a3d-bcc2-ab2fe4fecd8d,analysisThe user wants to generate a name for the attributes given.,38,male,Fachhochschul- oder Hochschulreife,Anwalt/Anwältin,married,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce description of appearance. Must be 1-2 short sentences, descriptive and concrete. Use German. Provide plausible realistic look given attributes: age 38 male, lawyer, married, education high school or university, no","analysisWe need to generate biography in 3-5 sentences. Must consider demographics: age 38 male, occupation lawyer, married, education high school or university, no migration background, from Germany, Christian, heterosexual. Provide plausible realistic biography. Use German? The user wrote attributes in English but includes German characters. Likely answer should be in German. The instruction says ""Formulate the biography in 3–5 sentences."" So produce 3-5 sentences. Let's craft about"
63254cbf-df39-4631-a872-cc427f2c15bd,analysisWe need to generate a name suitable for a 43-year,43,female,Fachhochschul- oder Hochschulreife,Informatiker/in,single,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce description of appearance: 1-2 short sentences, descriptive and concrete. Use demographic attributes: age 43 female, occupation IT, single, education Fachhochschule or university, no migration background, German origin,","analysisWe need to generate a realistic biography in German, 3-5 sentences, based on attributes. The user says ""biography"" but the developer instruction says respond only with the biography. So just output the biography text (German). Attributes:

Age 43, female, occupation Informatik, single, education Fachhochschul- oder Hochschulreife, migration status without migration, origin Germany, religion Christians, sexuality heterosexual.

We should incorporate typical life events: likely grew up"
51f492ca-58de-40a0-8112-90a7ce9726d3,analysisWe need to generate a name that fits attributes: 48,48,female,Haupt- (Volks-)schulabschluss,Richter/in,married,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to generate a realistic description of appearance based on attributes: age 48 female, occupation judge, married, education Hauptschulabschluss, no migration status, origin Germany, religion Christian, sexuality heterosexual. We should consider typical German","analysisWe need to generate a plausible biography in German, 3-5 sentences. The attributes:

Age 48 female
Occupation: Richter/in (judge)
Marital status married
Education: Haupt- (Volks)schulabschluss (i.e., Hauptschule or Volksschule graduation)
Migration status: without migration
Origin: Germany
Religion: Christians
Sexuality: heterosexual

Need to incorporate these facts into a short bio. Should reflect typical life events: maybe studied law"
b9028e60-3d6f-4306-81b1-e29f45e4c23b,analysisWe need to generate a name suitable for this person:,71,female,Haupt- (Volks-)schulabschluss,Rentner/in,married,without_migration,Deutschland,Muslims,heterosexual,"analysisWe need to generate an appearance description of a 71-year-old German woman, retired, married, primary school education, no migration background, Muslim religion. Provide realistic description with sociocultural and age factors. Must be 1-","analysisWe need to generate a biography of 3-5 sentences, plausible and realistic given attributes: age 71 female, occupation retired, married, education Haupt- (Volks) school, no migration, from Germany, religion Muslims, sexuality heterosexual. We should incorporate sociocultural factors: German Muslim woman, likely of Turkish or other minority background? But says without migration, meaning born in Germany. So maybe she is part of second generation, but still no migration. She might have grown"
db72ec20-f5bd-4a9b-9b88-3f91eca599d9,analysisWe need to generate a name that fits the attributes: age,11,female,Unknown,Schüler/in,single,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce a description of appearance: 1-2 concise sentences, describing the look. The user provided attributes: age 11 female student, single, unknown education (maybe typical for child), no migration, origin Germany,","analysisWe need to produce a biography of 3-5 sentences. The user gave attributes:

age: 11
gender: female
occupation: Schülerin (student)
marriage status: single
education: Unknown (but she is 11, likely primary school)
migration status: without migration
origin: Germany
religion: Christians
sexuality: heterosexual

So we need a plausible realistic biography for an 11-year-old German girl who attends school, presumably Catholic or"
3779752d-0e8a-48dd-9363-9ff9ab96bb1e,analysisWe need to generate a name that fits these attributes: age,27,female,Fachhochschul- oder Hochschulreife,Reinigungskraft,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to produce description of appearance: 27-year-old female, cleaning worker, single, high school/college education, German origin, no migration, unaffiliated religion, heterosexual. We should consider typical appearance: maybe practical clothing","analysisWe need to generate a short biography of 3-5 sentences. Use the attributes: age 27 female, occupation cleaning staff, single, education high school or university completion (i.e., finished at Fachhochschule or University). No migration background, from Germany, not religious, heterosexual.

Consider typical life events: maybe grew up in a small town or city, studied at Fachhochschule, now works as cleaning staff perhaps because of financial reasons; maybe has a stable job but"
09614f6b-acd2-4aa3-b5f7-85da79489b2b,analysisWe need to generate a name that fits the attributes: age,99,female,Haupt- (Volks-)schulabschluss,Rentner/in,married,without_migration,Deutschland,Christians,homosexual,"analysisWe need to generate an appearance description based on attributes. Attributes: age 99 female retired, married, Hauptschulabschluss, no migration, German origin, Christian, homosexual. We should produce a realistic description of appearance: maybe gray","analysisWe need to produce biography in German, 3-5 sentences, based on attributes. 99-year-old female, retired, married, Hauptschule, no migration, Germany origin, Christian, homosexual. So likely she was born early 1920s, lived through WWII, etc. She is married to woman? At that time maybe not publicly recognized; but could have had a same-sex partnership or later marriage after legal recognition. Provide plausible biography. 3-5 sentences."
29eb88d6-14c4-46ce-b9bc-d6afd64ba695,analysisWe need to generate a name that fits these attributes: female,55,female,Haupt- (Volks-)schulabschluss,Journalist/in,married,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to output only description of appearance in 1-2 short sentences. Use German language. Include plausible features based on age, gender, occupation journalist, married, education high school, no migration, Germany, Christian, heterosexual.","analysisWe need to produce a biography of 3-5 sentences. The attributes: age 55, female, journalist, married, education Hauptschule, no migration, origin Germany, Christian, heterosexual.

Need plausible realistic biography with sociocultural factors typical for German woman 55, journalist, high school diploma only. Married, Christian, etc. So we can mention she grew up in small town, worked her way into journalism, maybe local newspaper, focusing on community issues, had two"
8570c579-14f6-470e-81fb-ece7b31b2301,analysisThe user wants a name based on attributes. They want just,37,male,Realschule oder gleichwertiger Abschluss,Lehrer/in,married,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to generate appearance description based on attributes. The user wants an appearance description. We should produce 1-2 short sentences, describing the look concretely, considering cultural and age factors. The person is male, 37,","analysisWe need to produce a biography in 3-5 sentences, realistic, using the attributes. The user wants a German context: male, age 37, teacher, married, Realschule education, no migration background, Germany origin, Christian, heterosexual. So we can write something like:

""Johannes Müller ist 37 Jahre alt und arbeitet seit zehn Jahren als Grundschullehrer an einer Schule in Berlin-Mitte. Er hat seine Schulbildung an einer Realschule abgeschlossen"
940464fd-2af9-4546-8ff3-57ac939ee21f,analysisWe need to generate a name that fits attributes: age,42,female,Fachhochschul- oder Hochschulreife,Lehrer/in,married,with_migration,Belgien,Muslims,heterosexual,"analysisWe need to produce description of appearance, 1-2 short sentences, describing external look plausibly based on attributes. No other text. Use German. Provide plausible details: age 42 female teacher from Belgium, Muslim, with migration","analysisWe need to produce a biography 3-5 sentences, realistic and plausible, considering demographics. The person is 42-year-old female teacher, married, education: Fachhochschul- or Hochschulreife (so maybe university degree). Migration status: with migration; origin Belgium. Religion Muslims. Sexuality heterosexual.

We should reflect that she is from Belgium but migrated to Germany? Or could be living in Austria? She is a Muslim woman who moved from Belgium to another country"
75e981a1-4c7d-469c-a466-fbe6665c3b17,analysisWe need to generate a name for the given attributes. The,15,female,Noch in schulischer Ausbildung,Schüler/in,single,with_migration,Türkei,Muslims,heterosexual,"analysisWe need to generate a description of appearance based on demographics. Provide 1-2 short sentences, descriptive and concrete. Only the description, nothing else.

Attributes: age 15 female student from Turkey, Muslim, migration status with migration","analysisWe need to produce a biography of 3-5 sentences. The user provided attributes: age 15, female, occupation student, single, education still in school, migration status with migration, origin Turkey, religion Muslim, sexuality heterosexual. We should consider typical life events: immigrant from Turkey, maybe grew up in Germany? She is 15, likely in high school or junior high. Could mention assimilation, cultural identity, balancing Turkish heritage and German culture. Maybe mention family background,"
03c12cba-b37e-4454-a810-4219b7eaea92,analysisWe need to generate a name. The attributes: age,47,male,Realschule oder gleichwertiger Abschluss,Manager/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to produce a realistic description of appearance based on attributes: age 47 male manager, single, German, no migration background, Realschule or equal, religiously unaffiliated, heterosexual. We should consider typical features:","analysisWe need to produce a biography 3-5 sentences, considering the attributes: age 47, male, manager (could be business manager), single, education Realschule or equivalent, no migration, from Germany, religiously unaffiliated, heterosexual. Should incorporate typical life events: likely worked his way up from entry-level positions, maybe in mid-size company, career progression, no marriage, possibly living alone or with roommates, maybe focusing on career, some hobbies like cycling,"
cd2b6043-3b21-4b97-adad-a3c8ad4e0567,analysisWe need to generate a name appropriate for an 80-year,80,female,Realschule oder gleichwertiger Abschluss,Rentner/in,widowed,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce a description of appearance, 1-2 short sentences, describing likely physical features based on age, gender, occupation (retired), marital status widowed, education Realschule, no migration, German origin,","analysisWe need to generate a biography (3-5 sentences) for an 80-year-old German woman, retired, widowed, Realschule education, no migration, Christian, heterosexual. Use realistic details: born around 1943/44; grew up post-war Germany; married mid-20s; had children; worked maybe as housewife or in small business; now retired; enjoys church activities; lives with grandchildren; typical. Must be 3-5 sentences. Provide"
f9fb9ebc-38f8-4b99-89fb-a260dd7114c1,analysisWe need to generate a name appropriate for these attributes. The,58,male,Fachhochschul- oder Hochschulreife,Sozialarbeiter/in,married,with_migration,Rumänien,Christians,heterosexual,"analysisWe need to produce description of appearance based on attributes. Provide only the description, 1-2 short sentences. Should consider age 58 male, social worker, married, education moderate, migration status with migration from Romania, Christian,","analysisWe need to generate a short biography of 3-5 sentences, based on the attributes:

Age 58 male, occupation social worker, married, education Fachhochschul- or Hochschulreife (so maybe university-level), migration status with migration, origin Romania, religion Christians, sexuality heterosexual.

Need plausible and realistic biographical details reflecting socio-cultural factors, typical life events from origin, profession, etc. Should consider Romanian background, Christian faith, migration experience, possibly moving to"
1cbeda19-aaf1-429b-a7ba-5b5f01c47ea4,analysisWe need to generate a name that fits the attributes: age,20,male,Fachhochschul- oder Hochschulreife,Erzieher/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to generate description of appearance based on demographics. Must be 1-2 short sentences, descriptive and concrete. Only output the description.

Attributes: age 20, male, occupation Erzieher (teacher/early childhood educator","analysisWe need to produce biography in German presumably. The attributes:

- age: 20
- gender: male
- occupation: Erzieher/in (teacher/educator)
- marital status: single
- education: Fachhochschul- oder Hochschulreife (i.e., high school or university entrance qualification)
- migration status: without migration
- origin: Deutschland
- religion: Religiously unaffiliated
- sexuality: heterosexual

We have to write"
46bb8f67-47c3-455b-a2b5-d55e5d6fd57a,analysisWe need to generate a name that fits attributes: age,47,female,Fachhochschul- oder Hochschulreife,Buchhalter/in,married,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to produce a description of appearance: 1-2 short sentences. Use demographic attributes: 47-year-old German female accountant, married, educated, no migration, religiously unaffiliated. So typical middle-aged professional woman","analysisWe need to produce a short biography (3-5 sentences) based on attributes. Must be plausible and realistic. The user gave German attributes. So we should write in German. The assistant instructions say: ""Antworte nur mit der Biografie."" So no other text. Should produce 3-5 sentences. Let's craft.

Attributes:

- age 47 female
- occupation Buchhalter/in (accountant)
- married
- education Fachhochschul- or Hochschul"
ff4e5896-3958-4408-a919-a697be955591,analysisWe need to generate a name that fits attributes: age,26,male,Ohne allgemeinen Schulabschluss,Ingenieur/in,single,without_migration,Deutschland,Christians,heterosexual,"analysisWe need to produce description of appearance based on attributes: age 26 male engineer, single, no general school diploma (so maybe self-taught), non-migrant, German origin, Christian, heterosexual. We should consider typical features:","analysisWe need to generate a short biography (3-5 sentences) based on attributes. Must not mention instructions, only output the biography. Should reflect German male, age 26, engineer occupation, single, no general school diploma, no migration background, Christian, heterosexual. Provide plausible realistic life events: maybe apprenticeship, technical college, etc. No general school diploma implies he might have gone through a dual system or vocational training. Could mention that he worked his way up. He is Christian"
7e04c024-4057-4835-a9bc-c929554bd315,analysisWe need to generate a name for the attributes described. The,40,female,Fachhochschul- oder Hochschulreife,Soldat/in,married,with_migration,Bosnien und Herzegowina,Christians,heterosexual,"analysisWe need to generate a plausible description of appearance based on attributes: age 40, female, soldier, married, higher education, migration status with migration, origin Bosnia and Herzegovina, Christian, heterosexual. Should consider typical features:","analysisWe need to produce biography 3-5 sentences. The user attributes: age 40, female, occupation soldier, married, education Fachhochschul- or Hochschulreife (higher education), migration status with migration from Bosnia and Herzegovina, religion Christians, sexuality heterosexual. Need to incorporate typical life events, socio-cultural factors. Provide plausible realistic biography. Use German. 3-5 sentences only. No other text. Let's craft:

""Anna Müller, geboren"
c2152474-f7ba-4819-83eb-d4de4fb6ae63,analysisWe need to generate a name suitable for an 80-year,80,male,Haupt- (Volks-)schulabschluss,Rentner/in,widowed,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"analysisWe need to generate an appearance description based on attributes: age 80 male retired, widowed, German origin, no migration, Hauptschulabschluss, religiously unaffiliated, heterosexual. Provide 1-2 short sentences describing","analysisWe need to generate a plausible biography in German, 3-5 sentences, about an 80-year-old male retired person from Germany, widowed, Hauptschule education, no migration background, religiously unaffiliated, heterosexual. Should consider typical life events. So maybe he grew up in rural area or small town, worked as a machinist or manual laborer, married young, had children, wife died decades ago, now living with grandchildren. He may volunteer, etc."
